star,lat,long,order_day,checkin_day,size,orientation,bed,attribute_number,max_guest_number,have_breakfast,cancel_ticket,price
3,11.940053691895,108.43640708821998,11-01-2019,14-01-2019,18,Không cửa sổ,1 Giường đôi,17,2,1,1,606000
3,11.940053691895,108.43640708821998,11-01-2019,14-01-2019,24,Không cửa sổ,2 Giường đơn,17,2,1,1,606000
3,11.940053691895,108.43640708821998,11-01-2019,14-01-2019,25,Không cửa sổ,1 Giường đôi,17,2,1,1,686000
3,11.940053691895,108.43640708821998,11-01-2019,14-01-2019,20,Không cửa sổ,1 Giường đôi,17,2,1,1,757000
3,11.940053691895,108.43640708821998,11-01-2019,14-01-2019,22,Không cửa sổ,1 Giường đôi / 1 Giường đơn,17,2,1,1,828000
3,11.940053691895,108.43640708821998,11-01-2019,14-01-2019,30,Không cửa sổ,1 Giường đơn + 1 Giường đôi,17,3,1,1,888000
3,11.940053691895,108.43640708821998,11-01-2019,14-01-2019,35,Không cửa sổ,1 Giường đôi,17,2,1,1,898000
3,11.940053691895,108.43640708821998,11-01-2019,14-01-2019,33,Không cửa sổ,2 Giường đôi,17,4,1,1,1140000
3,11.940053691895,108.43640708821998,11-01-2019,15-01-2019,15,Không cửa sổ,1 Giường đôi,17,2,1,1,575000
3,11.940053691895,108.43640708821998,11-01-2019,15-01-2019,18,Không cửa sổ,1 Giường đôi,17,2,1,1,606000
3,11.940053691895,108.43640708821998,11-01-2019,15-01-2019,24,Không cửa sổ,2 Giường đơn,17,2,1,1,606000
3,11.940053691895,108.43640708821998,11-01-2019,15-01-2019,25,Không cửa sổ,1 Giường đôi,17,2,1,1,686000
3,11.940053691895,108.43640708821998,11-01-2019,15-01-2019,20,Không cửa sổ,1 Giường đôi,17,2,1,1,757000
3,11.940053691895,108.43640708821998,11-01-2019,15-01-2019,22,Không cửa sổ,1 Giường đôi / 1 Giường đơn,17,2,1,1,828000
3,11.940053691895,108.43640708821998,11-01-2019,15-01-2019,30,Không cửa sổ,1 Giường đơn + 1 Giường đôi,17,3,1,1,888000
3,11.940053691895,108.43640708821998,11-01-2019,15-01-2019,35,Không cửa sổ,1 Giường đôi,17,2,1,1,898000
3,11.940053691895,108.43640708821998,11-01-2019,15-01-2019,33,Không cửa sổ,2 Giường đôi,17,4,1,1,1140000
3,11.940053691895,108.43640708821998,11-01-2019,16-01-2019,15,Không cửa sổ,1 Giường đôi,17,2,1,1,575000
3,11.940053691895,108.43640708821998,11-01-2019,16-01-2019,18,Không cửa sổ,1 Giường đôi,17,2,1,1,606000
3,11.940053691895,108.43640708821998,11-01-2019,16-01-2019,24,Không cửa sổ,2 Giường đơn,17,2,1,1,606000
3,11.940053691895,108.43640708821998,11-01-2019,16-01-2019,25,Không cửa sổ,1 Giường đôi,17,2,1,1,686000
3,11.940053691895,108.43640708821998,11-01-2019,16-01-2019,20,Không cửa sổ,1 Giường đôi,17,2,1,1,757000
3,11.940053691895,108.43640708821998,11-01-2019,16-01-2019,22,Không cửa sổ,1 Giường đôi / 1 Giường đơn,17,2,1,1,828000
3,11.940053691895,108.43640708821998,11-01-2019,16-01-2019,30,Không cửa sổ,1 Giường đơn + 1 Giường đôi,17,3,1,1,888000
3,11.940053691895,108.43640708821998,11-01-2019,16-01-2019,35,Không cửa sổ,1 Giường đôi,17,2,1,1,898000
3,11.940053691895,108.43640708821998,11-01-2019,16-01-2019,33,Không cửa sổ,2 Giường đôi,17,4,1,1,1140000
3,11.940053691895,108.43640708821998,11-01-2019,17-01-2019,15,Không cửa sổ,1 Giường đôi,17,2,1,1,575000
3,11.940053691895,108.43640708821998,11-01-2019,17-01-2019,18,Không cửa sổ,1 Giường đôi,17,2,1,1,606000
3,11.940053691895,108.43640708821998,11-01-2019,17-01-2019,24,Không cửa sổ,2 Giường đơn,17,2,1,1,606000
3,11.940053691895,108.43640708821998,11-01-2019,17-01-2019,25,Không cửa sổ,1 Giường đôi,17,2,1,1,686000
3,11.940053691895,108.43640708821998,11-01-2019,17-01-2019,20,Không cửa sổ,1 Giường đôi,17,2,1,1,757000
3,11.940053691895,108.43640708821998,11-01-2019,17-01-2019,22,Không cửa sổ,1 Giường đôi / 1 Giường đơn,17,2,1,1,828000
3,11.940053691895,108.43640708821998,11-01-2019,17-01-2019,30,Không cửa sổ,1 Giường đơn + 1 Giường đôi,17,3,1,1,888000
3,11.940053691895,108.43640708821998,11-01-2019,17-01-2019,35,Không cửa sổ,1 Giường đôi,17,2,1,1,898000
3,11.940053691895,108.43640708821998,11-01-2019,17-01-2019,33,Không cửa sổ,2 Giường đôi,17,4,1,1,1140000
3,11.940053691895,108.43640708821998,11-01-2019,18-01-2019,15,Không cửa sổ,1 Giường đôi,17,2,1,1,676000
3,11.940053691895,108.43640708821998,11-01-2019,18-01-2019,18,Không cửa sổ,1 Giường đôi,17,2,1,1,707000
3,11.940053691895,108.43640708821998,11-01-2019,18-01-2019,24,Không cửa sổ,2 Giường đơn,17,2,1,1,707000
3,11.940053691895,108.43640708821998,11-01-2019,18-01-2019,25,Không cửa sổ,1 Giường đôi,17,2,1,1,787000
3,11.940053691895,108.43640708821998,11-01-2019,18-01-2019,20,Không cửa sổ,1 Giường đôi,17,2,1,1,858000
3,11.940053691895,108.43640708821998,11-01-2019,18-01-2019,22,Không cửa sổ,1 Giường đôi / 1 Giường đơn,17,2,1,1,928000
3,11.940053691895,108.43640708821998,11-01-2019,18-01-2019,30,Không cửa sổ,1 Giường đơn + 1 Giường đôi,17,3,1,1,989000
3,11.940053691895,108.43640708821998,11-01-2019,18-01-2019,35,Không cửa sổ,1 Giường đôi,17,2,1,1,999000
3,11.940053691895,108.43640708821998,11-01-2019,18-01-2019,33,Không cửa sổ,2 Giường đôi,17,4,1,1,1241000
2,11.942841146083,108.43497076238,11-01-2019,13-01-2019,20,Không cửa sổ,1 Giường đôi,15,2,0,1,415000
2,11.942841146083,108.43497076238,11-01-2019,13-01-2019,26,Không cửa sổ,1 Giường đôi,15,2,0,1,507000
2,11.942841146083,108.43497076238,11-01-2019,13-01-2019,30,Hướng phố,1 Giường đôi,15,2,0,1,599000
2,11.942841146083,108.43497076238,11-01-2019,13-01-2019,30,Không cửa sổ,1 Giường đơn + 1 Giường đôi,15,3,0,1,691000
2,11.942841146083,108.43497076238,11-01-2019,13-01-2019,40,Hướng phố,2 Giường đôi,15,4,0,1,884000
2,11.942841146083,108.43497076238,11-01-2019,14-01-2019,20,Không cửa sổ,1 Giường đôi,15,2,0,1,415000
2,11.942841146083,108.43497076238,11-01-2019,14-01-2019,26,Không cửa sổ,1 Giường đôi,15,2,0,1,507000
2,11.942841146083,108.43497076238,11-01-2019,14-01-2019,30,Hướng phố,1 Giường đôi,15,2,0,1,599000
2,11.942841146083,108.43497076238,11-01-2019,14-01-2019,30,Không cửa sổ,1 Giường đơn + 1 Giường đôi,15,3,0,1,691000
2,11.942841146083,108.43497076238,11-01-2019,14-01-2019,40,Hướng phố,2 Giường đôi,15,4,0,1,884000
2,11.942841146083,108.43497076238,11-01-2019,15-01-2019,20,Không cửa sổ,1 Giường đôi,15,2,0,1,415000
2,11.942841146083,108.43497076238,11-01-2019,15-01-2019,26,Không cửa sổ,1 Giường đôi,15,2,0,1,507000
2,11.942841146083,108.43497076238,11-01-2019,15-01-2019,30,Hướng phố,1 Giường đôi,15,2,0,1,599000
2,11.942841146083,108.43497076238,11-01-2019,15-01-2019,30,Không cửa sổ,1 Giường đơn + 1 Giường đôi,15,3,0,1,691000
2,11.942841146083,108.43497076238,11-01-2019,15-01-2019,40,Hướng phố,2 Giường đôi,15,4,0,1,884000
2,11.942841146083,108.43497076238,11-01-2019,16-01-2019,20,Không cửa sổ,1 Giường đôi,15,2,0,1,415000
2,11.942841146083,108.43497076238,11-01-2019,16-01-2019,26,Không cửa sổ,1 Giường đôi,15,2,0,1,507000
2,11.942841146083,108.43497076238,11-01-2019,16-01-2019,30,Hướng phố,1 Giường đôi,15,2,0,1,599000
2,11.942841146083,108.43497076238,11-01-2019,16-01-2019,30,Không cửa sổ,1 Giường đơn + 1 Giường đôi,15,3,0,1,691000
2,11.942841146083,108.43497076238,11-01-2019,16-01-2019,40,Hướng phố,2 Giường đôi,15,4,0,1,884000
2,11.942841146083,108.43497076238,11-01-2019,17-01-2019,40,Hướng phố,2 Giường đôi,15,4,0,1,884000
2,11.942841146083,108.43497076238,11-01-2019,18-01-2019,40,Hướng phố,2 Giường đôi,15,4,0,1,884000
3,11.946782800000001,108.4335612,11-01-2019,14-01-2019,20,Không cửa sổ,1 Giường đôi,13,2,1,1,205000
3,11.946782800000001,108.4335612,11-01-2019,14-01-2019,25,Không cửa sổ,1 Giường đôi,13,2,1,1,256000
3,11.946782800000001,108.4335612,11-01-2019,14-01-2019,25,Không cửa sổ,1 Giường đơn + 1 Giường đôi,13,3,1,1,461000
3,11.946782800000001,108.4335612,11-01-2019,14-01-2019,25,Không cửa sổ,2 Giường đôi,13,4,1,1,512000
3,11.946782800000001,108.4335612,11-01-2019,14-01-2019,25,Không cửa sổ,2 Giường đôi,13,4,1,1,614000
3,11.946782800000001,108.4335612,11-01-2019,15-01-2019,20,Không cửa sổ,1 Giường đôi,13,2,1,1,205000
3,11.946782800000001,108.4335612,11-01-2019,15-01-2019,25,Không cửa sổ,1 Giường đôi,13,2,1,1,256000
3,11.946782800000001,108.4335612,11-01-2019,15-01-2019,25,Không cửa sổ,1 Giường đơn + 1 Giường đôi,13,3,1,1,461000
3,11.946782800000001,108.4335612,11-01-2019,15-01-2019,25,Không cửa sổ,2 Giường đôi,13,4,1,1,512000
3,11.946782800000001,108.4335612,11-01-2019,15-01-2019,25,Không cửa sổ,2 Giường đôi,13,4,1,1,614000
3,11.946782800000001,108.4335612,11-01-2019,16-01-2019,20,Không cửa sổ,1 Giường đôi,13,2,1,1,205000
3,11.946782800000001,108.4335612,11-01-2019,16-01-2019,25,Không cửa sổ,1 Giường đôi,13,2,1,1,256000
3,11.946782800000001,108.4335612,11-01-2019,16-01-2019,25,Không cửa sổ,1 Giường đơn + 1 Giường đôi,13,3,1,1,461000
3,11.946782800000001,108.4335612,11-01-2019,16-01-2019,25,Không cửa sổ,2 Giường đôi,13,4,1,1,512000
3,11.946782800000001,108.4335612,11-01-2019,16-01-2019,25,Không cửa sổ,2 Giường đôi,13,4,1,1,614000
3,11.946782800000001,108.4335612,11-01-2019,17-01-2019,25,Không cửa sổ,1 Giường đơn + 1 Giường đôi,13,3,1,1,461000
3,11.946782800000001,108.4335612,11-01-2019,17-01-2019,20,Không cửa sổ,1 Giường đôi,13,2,1,1,205000
3,11.946782800000001,108.4335612,11-01-2019,17-01-2019,25,Không cửa sổ,1 Giường đôi,13,2,1,1,256000
3,11.946782800000001,108.4335612,11-01-2019,17-01-2019,25,Không cửa sổ,2 Giường đôi,13,4,1,1,512000
3,11.946782800000001,108.4335612,11-01-2019,17-01-2019,25,Không cửa sổ,2 Giường đôi,13,4,1,1,614000
3,11.946782800000001,108.4335612,11-01-2019,18-01-2019,20,Không cửa sổ,1 Giường đôi,13,2,1,1,205000
3,11.946782800000001,108.4335612,11-01-2019,18-01-2019,25,Không cửa sổ,1 Giường đôi,13,2,1,1,256000
3,11.946782800000001,108.4335612,11-01-2019,18-01-2019,25,Không cửa sổ,1 Giường đơn + 1 Giường đôi,13,3,1,1,461000
3,11.946782800000001,108.4335612,11-01-2019,18-01-2019,25,Không cửa sổ,2 Giường đôi,13,4,1,1,512000
3,11.946782800000001,108.4335612,11-01-2019,18-01-2019,25,Không cửa sổ,2 Giường đôi,13,4,1,1,614000
1,11.9379353,108.43537509999999,11-01-2019,12-01-2019,15,Không cửa sổ,1 Giường đôi,12,2,0,1,218000
1,11.9379353,108.43537509999999,11-01-2019,12-01-2019,40,Không cửa sổ,8 Giường đơn,12,1,0,1,82000
1,11.9379353,108.43537509999999,11-01-2019,12-01-2019,30,Hướng phố,2 Giường đôi,12,4,0,1,383000
1,11.9379353,108.43537509999999,11-01-2019,13-01-2019,15,Không cửa sổ,1 Giường đôi,12,2,0,1,196000
1,11.9379353,108.43537509999999,11-01-2019,13-01-2019,40,Không cửa sổ,8 Giường đơn,12,1,0,1,82000
1,11.9379353,108.43537509999999,11-01-2019,13-01-2019,30,Hướng phố,2 Giường đôi,12,4,0,1,274000
1,11.9379353,108.43537509999999,11-01-2019,14-01-2019,15,Không cửa sổ,1 Giường đôi,12,2,0,1,196000
1,11.9379353,108.43537509999999,11-01-2019,14-01-2019,40,Không cửa sổ,8 Giường đơn,12,1,0,1,82000
1,11.9379353,108.43537509999999,11-01-2019,14-01-2019,30,Hướng phố,2 Giường đôi,12,4,0,1,274000
1,11.9379353,108.43537509999999,11-01-2019,15-01-2019,15,Không cửa sổ,1 Giường đôi,12,2,0,1,196000
1,11.9379353,108.43537509999999,11-01-2019,15-01-2019,40,Không cửa sổ,8 Giường đơn,12,1,0,1,82000
1,11.9379353,108.43537509999999,11-01-2019,15-01-2019,30,Hướng phố,2 Giường đôi,12,4,0,1,274000
1,11.9379353,108.43537509999999,11-01-2019,16-01-2019,15,Không cửa sổ,1 Giường đôi,12,2,0,1,196000
1,11.9379353,108.43537509999999,11-01-2019,16-01-2019,40,Không cửa sổ,8 Giường đơn,12,1,0,1,82000
1,11.9379353,108.43537509999999,11-01-2019,16-01-2019,30,Hướng phố,2 Giường đôi,12,4,0,1,274000
1,11.9379353,108.43537509999999,11-01-2019,17-01-2019,15,Không cửa sổ,1 Giường đôi,12,2,0,1,196000
1,11.9379353,108.43537509999999,11-01-2019,17-01-2019,40,Không cửa sổ,8 Giường đơn,12,1,0,1,82000
1,11.9379353,108.43537509999999,11-01-2019,17-01-2019,30,Hướng phố,2 Giường đôi,12,4,0,1,274000
1,11.9379353,108.43537509999999,11-01-2019,18-01-2019,15,Không cửa sổ,1 Giường đôi,12,2,0,1,218000
1,11.9379353,108.43537509999999,11-01-2019,18-01-2019,40,Không cửa sổ,8 Giường đơn,12,1,0,1,82000
1,11.9379353,108.43537509999999,11-01-2019,18-01-2019,30,Hướng phố,2 Giường đôi,12,4,0,1,383000
1,11.9379463,108.4353756,11-01-2019,12-01-2019,15,Không cửa sổ,1 Giường đôi,9,2,0,1,250000
1,11.9379463,108.4353756,11-01-2019,12-01-2019,30,Hướng phố,2 Giường đôi,9,4,0,1,440000
1,11.9379463,108.4353756,11-01-2019,13-01-2019,15,Không cửa sổ,1 Giường đôi,9,2,0,1,225000
1,11.9379463,108.4353756,11-01-2019,13-01-2019,30,Hướng phố,2 Giường đôi,9,4,0,1,315000
1,11.9379463,108.4353756,11-01-2019,14-01-2019,15,Không cửa sổ,1 Giường đôi,9,2,0,1,225000
1,11.9379463,108.4353756,11-01-2019,14-01-2019,30,Hướng phố,2 Giường đôi,9,4,0,1,315000
1,11.9379463,108.4353756,11-01-2019,15-01-2019,15,Không cửa sổ,1 Giường đôi,9,2,0,1,225000
1,11.9379463,108.4353756,11-01-2019,15-01-2019,30,Hướng phố,2 Giường đôi,9,4,0,1,315000
1,11.9379463,108.4353756,11-01-2019,16-01-2019,15,Không cửa sổ,1 Giường đôi,9,2,0,1,225000
1,11.9379463,108.4353756,11-01-2019,16-01-2019,30,Hướng phố,2 Giường đôi,9,4,0,1,315000
1,11.9379463,108.4353756,11-01-2019,17-01-2019,15,Không cửa sổ,1 Giường đôi,9,2,0,1,225000
1,11.9379463,108.4353756,11-01-2019,17-01-2019,30,Hướng phố,2 Giường đôi,9,4,0,1,315000
1,11.9379463,108.4353756,11-01-2019,18-01-2019,15,Không cửa sổ,1 Giường đôi,9,2,0,1,250000
1,11.9379463,108.4353756,11-01-2019,18-01-2019,30,Hướng phố,2 Giường đôi,9,4,0,1,440000
2,11.928233300636,108.44562192204,11-01-2019,12-01-2019,16,Hướng một phần,1 Giường đôi,0,2,0,0,305000
2,11.928233300636,108.44562192204,11-01-2019,12-01-2019,20,Hướng một phần,2 Giường đôi,0,4,0,0,392000
2,11.928233300636,108.44562192204,11-01-2019,13-01-2019,20,Hướng một phần,2 Giường đôi,0,4,0,0,392000
2,11.928233300636,108.44562192204,11-01-2019,13-01-2019,16,Hướng một phần,1 Giường đôi,0,2,0,0,305000
2,11.928233300636,108.44562192204,11-01-2019,14-01-2019,20,Hướng một phần,2 Giường đôi,0,4,0,0,392000
2,11.928233300636,108.44562192204,11-01-2019,14-01-2019,16,Hướng một phần,1 Giường đôi,0,2,0,0,305000
2,11.928233300636,108.44562192204,11-01-2019,15-01-2019,16,Hướng một phần,1 Giường đôi,0,2,0,0,305000
2,11.928233300636,108.44562192204,11-01-2019,15-01-2019,20,Hướng một phần,2 Giường đôi,0,4,0,0,392000
2,11.928233300636,108.44562192204,11-01-2019,16-01-2019,16,Hướng một phần,1 Giường đôi,0,2,0,0,305000
2,11.928233300636,108.44562192204,11-01-2019,16-01-2019,20,Hướng một phần,2 Giường đôi,0,4,0,0,392000
2,11.928233300636,108.44562192204,11-01-2019,17-01-2019,16,Hướng một phần,1 Giường đôi,0,2,0,0,305000
2,11.928233300636,108.44562192204,11-01-2019,17-01-2019,20,Hướng một phần,2 Giường đôi,0,4,0,0,392000
2,11.928233300636,108.44562192204,11-01-2019,18-01-2019,16,Hướng một phần,1 Giường đôi,0,2,0,0,305000
2,11.928233300636,108.44562192204,11-01-2019,18-01-2019,20,Hướng một phần,2 Giường đôi,0,4,0,0,392000
3,11.925462997554,108.44703390557,11-01-2019,12-01-2019,26,Hướng vườn,1 Giường đôi lớn,13,2,0,1,447000
3,11.925462997554,108.44703390557,11-01-2019,12-01-2019,26,Hướng vườn,1 Giường đôi lớn,13,2,1,1,567000
3,11.925462997554,108.44703390557,11-01-2019,12-01-2019,25,Hướng vườn,1 Giường đôi lớn,13,2,0,1,364000
3,11.925462997554,108.44703390557,11-01-2019,12-01-2019,25,Hướng vườn,1 Giường đôi lớn,13,2,1,1,484000
3,11.925462997554,108.44703390557,11-01-2019,12-01-2019,29,Hướng vườn,1 Giường đơn + 1 Giường đôi,13,3,0,1,604000
3,11.925462997554,108.44703390557,11-01-2019,12-01-2019,29,Hướng vườn,1 Giường đơn + 1 Giường đôi,13,3,1,1,779000
3,11.925462997554,108.44703390557,11-01-2019,12-01-2019,36,Hướng vườn,2 Giường đôi,13,4,0,1,696000
3,11.925462997554,108.44703390557,11-01-2019,12-01-2019,36,Hướng vườn,2 Giường đôi,13,4,1,1,935000
3,11.925462997554,108.44703390557,11-01-2019,12-01-2019,48,Hướng vườn,2 Giường đôi lớn,13,3,0,1,705000
3,11.925462997554,108.44703390557,11-01-2019,12-01-2019,48,Hướng vườn,2 Giường đôi lớn,13,3,1,1,880000
3,11.925462997554,108.44703390557,11-01-2019,12-01-2019,48,Hướng vườn,2 Giường đôi rất lớn,13,4,0,1,769000
3,11.925462997554,108.44703390557,11-01-2019,12-01-2019,48,Hướng vườn,2 Giường đôi rất lớn,13,4,1,1,1009000
3,11.925462997554,108.44703390557,11-01-2019,12-01-2019,70,Hướng vườn,2 Giường đôi rất lớn,13,3,0,1,907000
3,11.925462997554,108.44703390557,11-01-2019,12-01-2019,70,Hướng vườn,2 Giường đôi rất lớn,13,3,1,1,1087000
3,11.925462997554,108.44703390557,11-01-2019,12-01-2019,70,Hướng vườn,2 Giường đôi,13,4,0,1,999000
3,11.925462997554,108.44703390557,11-01-2019,12-01-2019,70,Hướng vườn,2 Giường đôi,13,4,1,1,1239000
3,11.925462997554,108.44703390557,11-01-2019,13-01-2019,25,Hướng vườn,1 Giường đôi lớn,13,2,0,1,364000
3,11.925462997554,108.44703390557,11-01-2019,13-01-2019,25,Hướng vườn,1 Giường đôi lớn,13,2,1,1,484000
3,11.925462997554,108.44703390557,11-01-2019,13-01-2019,26,Hướng vườn,1 Giường đôi lớn,13,2,0,1,447000
3,11.925462997554,108.44703390557,11-01-2019,13-01-2019,26,Hướng vườn,1 Giường đôi lớn,13,2,1,1,567000
3,11.925462997554,108.44703390557,11-01-2019,13-01-2019,29,Hướng vườn,1 Giường đơn + 1 Giường đôi,13,3,0,1,604000
3,11.925462997554,108.44703390557,11-01-2019,13-01-2019,29,Hướng vườn,1 Giường đơn + 1 Giường đôi,13,3,1,1,779000
3,11.925462997554,108.44703390557,11-01-2019,13-01-2019,36,Hướng vườn,2 Giường đôi,13,4,0,1,696000
3,11.925462997554,108.44703390557,11-01-2019,13-01-2019,36,Hướng vườn,2 Giường đôi,13,4,1,1,935000
3,11.925462997554,108.44703390557,11-01-2019,13-01-2019,48,Hướng vườn,2 Giường đôi lớn,13,3,0,1,705000
3,11.925462997554,108.44703390557,11-01-2019,13-01-2019,48,Hướng vườn,2 Giường đôi lớn,13,3,1,1,880000
3,11.925462997554,108.44703390557,11-01-2019,13-01-2019,48,Hướng vườn,2 Giường đôi rất lớn,13,4,0,1,769000
3,11.925462997554,108.44703390557,11-01-2019,13-01-2019,48,Hướng vườn,2 Giường đôi rất lớn,13,4,1,1,1009000
3,11.925462997554,108.44703390557,11-01-2019,13-01-2019,70,Hướng vườn,2 Giường đôi rất lớn,13,3,0,1,907000
3,11.925462997554,108.44703390557,11-01-2019,13-01-2019,70,Hướng vườn,2 Giường đôi rất lớn,13,3,1,1,1087000
3,11.925462997554,108.44703390557,11-01-2019,13-01-2019,70,Hướng vườn,2 Giường đôi,13,4,0,1,999000
3,11.925462997554,108.44703390557,11-01-2019,13-01-2019,70,Hướng vườn,2 Giường đôi,13,4,1,1,1239000
3,11.925462997554,108.44703390557,11-01-2019,14-01-2019,25,Hướng vườn,1 Giường đôi lớn,13,2,0,1,364000
3,11.925462997554,108.44703390557,11-01-2019,14-01-2019,25,Hướng vườn,1 Giường đôi lớn,13,2,1,1,484000
3,11.925462997554,108.44703390557,11-01-2019,14-01-2019,26,Hướng vườn,1 Giường đôi lớn,13,2,0,1,447000
3,11.925462997554,108.44703390557,11-01-2019,14-01-2019,26,Hướng vườn,1 Giường đôi lớn,13,2,1,1,567000
3,11.925462997554,108.44703390557,11-01-2019,14-01-2019,29,Hướng vườn,1 Giường đơn + 1 Giường đôi,13,3,0,1,604000
3,11.925462997554,108.44703390557,11-01-2019,14-01-2019,29,Hướng vườn,1 Giường đơn + 1 Giường đôi,13,3,1,1,779000
3,11.925462997554,108.44703390557,11-01-2019,14-01-2019,36,Hướng vườn,2 Giường đôi,13,4,0,1,696000
3,11.925462997554,108.44703390557,11-01-2019,14-01-2019,36,Hướng vườn,2 Giường đôi,13,4,1,1,935000
3,11.925462997554,108.44703390557,11-01-2019,14-01-2019,48,Hướng vườn,2 Giường đôi lớn,13,3,0,1,705000
3,11.925462997554,108.44703390557,11-01-2019,14-01-2019,48,Hướng vườn,2 Giường đôi lớn,13,3,1,1,880000
3,11.925462997554,108.44703390557,11-01-2019,14-01-2019,48,Hướng vườn,2 Giường đôi rất lớn,13,4,0,1,769000
3,11.925462997554,108.44703390557,11-01-2019,14-01-2019,48,Hướng vườn,2 Giường đôi rất lớn,13,4,1,1,1009000
3,11.925462997554,108.44703390557,11-01-2019,14-01-2019,70,Hướng vườn,2 Giường đôi rất lớn,13,3,0,1,907000
3,11.925462997554,108.44703390557,11-01-2019,14-01-2019,70,Hướng vườn,2 Giường đôi rất lớn,13,3,1,1,1087000
3,11.925462997554,108.44703390557,11-01-2019,14-01-2019,70,Hướng vườn,2 Giường đôi,13,4,0,1,999000
3,11.925462997554,108.44703390557,11-01-2019,14-01-2019,70,Hướng vườn,2 Giường đôi,13,4,1,1,1239000
3,11.925462997554,108.44703390557,11-01-2019,15-01-2019,25,Hướng vườn,1 Giường đôi lớn,13,2,0,1,364000
3,11.925462997554,108.44703390557,11-01-2019,15-01-2019,25,Hướng vườn,1 Giường đôi lớn,13,2,1,1,484000
3,11.925462997554,108.44703390557,11-01-2019,15-01-2019,26,Hướng vườn,1 Giường đôi lớn,13,2,0,1,447000
3,11.925462997554,108.44703390557,11-01-2019,15-01-2019,26,Hướng vườn,1 Giường đôi lớn,13,2,1,1,567000
3,11.925462997554,108.44703390557,11-01-2019,15-01-2019,29,Hướng vườn,1 Giường đơn + 1 Giường đôi,13,3,0,1,604000
3,11.925462997554,108.44703390557,11-01-2019,15-01-2019,29,Hướng vườn,1 Giường đơn + 1 Giường đôi,13,3,1,1,779000
3,11.925462997554,108.44703390557,11-01-2019,15-01-2019,36,Hướng vườn,2 Giường đôi,13,4,0,1,696000
3,11.925462997554,108.44703390557,11-01-2019,15-01-2019,36,Hướng vườn,2 Giường đôi,13,4,1,1,935000
3,11.925462997554,108.44703390557,11-01-2019,15-01-2019,48,Hướng vườn,2 Giường đôi lớn,13,3,0,1,705000
3,11.925462997554,108.44703390557,11-01-2019,15-01-2019,48,Hướng vườn,2 Giường đôi lớn,13,3,1,1,880000
3,11.925462997554,108.44703390557,11-01-2019,15-01-2019,48,Hướng vườn,2 Giường đôi rất lớn,13,4,0,1,769000
3,11.925462997554,108.44703390557,11-01-2019,15-01-2019,48,Hướng vườn,2 Giường đôi rất lớn,13,4,1,1,1009000
3,11.925462997554,108.44703390557,11-01-2019,15-01-2019,70,Hướng vườn,2 Giường đôi rất lớn,13,3,0,1,907000
3,11.925462997554,108.44703390557,11-01-2019,15-01-2019,70,Hướng vườn,2 Giường đôi rất lớn,13,3,1,1,1087000
3,11.925462997554,108.44703390557,11-01-2019,15-01-2019,70,Hướng vườn,2 Giường đôi,13,4,0,1,999000
3,11.925462997554,108.44703390557,11-01-2019,15-01-2019,70,Hướng vườn,2 Giường đôi,13,4,1,1,1239000
3,11.925462997554,108.44703390557,11-01-2019,16-01-2019,25,Hướng vườn,1 Giường đôi lớn,13,2,0,1,364000
3,11.925462997554,108.44703390557,11-01-2019,16-01-2019,25,Hướng vườn,1 Giường đôi lớn,13,2,1,1,484000
3,11.925462997554,108.44703390557,11-01-2019,16-01-2019,26,Hướng vườn,1 Giường đôi lớn,13,2,0,1,447000
3,11.925462997554,108.44703390557,11-01-2019,16-01-2019,26,Hướng vườn,1 Giường đôi lớn,13,2,1,1,567000
3,11.925462997554,108.44703390557,11-01-2019,16-01-2019,29,Hướng vườn,1 Giường đơn + 1 Giường đôi,13,3,0,1,604000
3,11.925462997554,108.44703390557,11-01-2019,16-01-2019,29,Hướng vườn,1 Giường đơn + 1 Giường đôi,13,3,1,1,779000
3,11.925462997554,108.44703390557,11-01-2019,16-01-2019,36,Hướng vườn,2 Giường đôi,13,4,0,1,696000
3,11.925462997554,108.44703390557,11-01-2019,16-01-2019,36,Hướng vườn,2 Giường đôi,13,4,1,1,935000
3,11.925462997554,108.44703390557,11-01-2019,16-01-2019,48,Hướng vườn,2 Giường đôi lớn,13,3,0,1,705000
3,11.925462997554,108.44703390557,11-01-2019,16-01-2019,48,Hướng vườn,2 Giường đôi lớn,13,3,1,1,880000
3,11.925462997554,108.44703390557,11-01-2019,16-01-2019,48,Hướng vườn,2 Giường đôi rất lớn,13,4,0,1,769000
3,11.925462997554,108.44703390557,11-01-2019,16-01-2019,48,Hướng vườn,2 Giường đôi rất lớn,13,4,1,1,1009000
3,11.925462997554,108.44703390557,11-01-2019,16-01-2019,70,Hướng vườn,2 Giường đôi rất lớn,13,3,0,1,907000
3,11.925462997554,108.44703390557,11-01-2019,16-01-2019,70,Hướng vườn,2 Giường đôi rất lớn,13,3,1,1,1087000
3,11.925462997554,108.44703390557,11-01-2019,16-01-2019,70,Hướng vườn,2 Giường đôi,13,4,0,1,999000
3,11.925462997554,108.44703390557,11-01-2019,16-01-2019,70,Hướng vườn,2 Giường đôi,13,4,1,1,1239000
3,11.925462997554,108.44703390557,11-01-2019,17-01-2019,25,Hướng vườn,1 Giường đôi lớn,13,2,0,1,364000
3,11.925462997554,108.44703390557,11-01-2019,17-01-2019,25,Hướng vườn,1 Giường đôi lớn,13,2,1,1,484000
