star,lat,long,order_day,checkin_day,size,orientation,bed,attribute_number,max_guest_number,have_breakfast,cancel_ticket,price
3,11.925462997554,108.44703390557,11-01-2019,17-01-2019,26,Hướng vườn,1 Giường đôi lớn,13,2,0,1,447000
3,11.925462997554,108.44703390557,11-01-2019,17-01-2019,26,Hướng vườn,1 Giường đôi lớn,13,2,1,1,567000
3,11.925462997554,108.44703390557,11-01-2019,17-01-2019,29,Hướng vườn,1 Giường đơn + 1 Giường đôi,13,3,0,1,604000
3,11.925462997554,108.44703390557,11-01-2019,17-01-2019,29,Hướng vườn,1 Giường đơn + 1 Giường đôi,13,3,1,1,779000
3,11.925462997554,108.44703390557,11-01-2019,17-01-2019,36,Hướng vườn,2 Giường đôi,13,4,0,1,696000
3,11.925462997554,108.44703390557,11-01-2019,17-01-2019,36,Hướng vườn,2 Giường đôi,13,4,1,1,935000
3,11.925462997554,108.44703390557,11-01-2019,17-01-2019,48,Hướng vườn,2 Giường đôi lớn,13,3,0,1,705000
3,11.925462997554,108.44703390557,11-01-2019,17-01-2019,48,Hướng vườn,2 Giường đôi lớn,13,3,1,1,880000
3,11.925462997554,108.44703390557,11-01-2019,17-01-2019,48,Hướng vườn,2 Giường đôi rất lớn,13,4,0,1,769000
3,11.925462997554,108.44703390557,11-01-2019,17-01-2019,48,Hướng vườn,2 Giường đôi rất lớn,13,4,1,1,1009000
3,11.925462997554,108.44703390557,11-01-2019,17-01-2019,70,Hướng vườn,2 Giường đôi rất lớn,13,3,0,1,907000
3,11.925462997554,108.44703390557,11-01-2019,17-01-2019,70,Hướng vườn,2 Giường đôi rất lớn,13,3,1,1,1087000
3,11.925462997554,108.44703390557,11-01-2019,17-01-2019,70,Hướng vườn,2 Giường đôi,13,4,0,1,999000
3,11.925462997554,108.44703390557,11-01-2019,17-01-2019,70,Hướng vườn,2 Giường đôi,13,4,1,1,1239000
3,11.925462997554,108.44703390557,11-01-2019,18-01-2019,25,Hướng vườn,1 Giường đôi lớn,13,2,0,1,364000
3,11.925462997554,108.44703390557,11-01-2019,18-01-2019,25,Hướng vườn,1 Giường đôi lớn,13,2,1,1,484000
3,11.925462997554,108.44703390557,11-01-2019,18-01-2019,26,Hướng vườn,1 Giường đôi lớn,13,2,0,1,447000
3,11.925462997554,108.44703390557,11-01-2019,18-01-2019,26,Hướng vườn,1 Giường đôi lớn,13,2,1,1,567000
3,11.925462997554,108.44703390557,11-01-2019,18-01-2019,29,Hướng vườn,1 Giường đơn + 1 Giường đôi,13,3,0,1,604000
3,11.925462997554,108.44703390557,11-01-2019,18-01-2019,29,Hướng vườn,1 Giường đơn + 1 Giường đôi,13,3,1,1,779000
3,11.925462997554,108.44703390557,11-01-2019,18-01-2019,36,Hướng vườn,2 Giường đôi,13,4,0,1,696000
3,11.925462997554,108.44703390557,11-01-2019,18-01-2019,36,Hướng vườn,2 Giường đôi,13,4,1,1,935000
3,11.925462997554,108.44703390557,11-01-2019,18-01-2019,48,Hướng vườn,2 Giường đôi lớn,13,3,0,1,705000
3,11.925462997554,108.44703390557,11-01-2019,18-01-2019,48,Hướng vườn,2 Giường đôi lớn,13,3,1,1,880000
3,11.925462997554,108.44703390557,11-01-2019,18-01-2019,48,Hướng vườn,2 Giường đôi rất lớn,13,4,0,1,769000
3,11.925462997554,108.44703390557,11-01-2019,18-01-2019,48,Hướng vườn,2 Giường đôi rất lớn,13,4,1,1,1009000
3,11.925462997554,108.44703390557,11-01-2019,18-01-2019,70,Hướng vườn,2 Giường đôi rất lớn,13,3,0,1,907000
3,11.925462997554,108.44703390557,11-01-2019,18-01-2019,70,Hướng vườn,2 Giường đôi rất lớn,13,3,1,1,1087000
3,11.925462997554,108.44703390557,11-01-2019,18-01-2019,70,Hướng vườn,2 Giường đôi,13,4,0,1,999000
3,11.925462997554,108.44703390557,11-01-2019,18-01-2019,70,Hướng vườn,2 Giường đôi,13,4,1,1,1239000
1,11.940433500000001,108.4340715,11-01-2019,13-01-2019,20,Hướng phố,1 Giường đôi,10,2,0,1,290000
1,11.940433500000001,108.4340715,11-01-2019,13-01-2019,20,Hướng phố,2 Giường đôi,10,4,0,1,464000
1,11.940433500000001,108.4340715,11-01-2019,14-01-2019,20,Hướng phố,1 Giường đôi,10,2,0,1,290000
1,11.940433500000001,108.4340715,11-01-2019,14-01-2019,20,Hướng phố,2 Giường đôi,10,4,0,1,464000
1,11.940433500000001,108.4340715,11-01-2019,15-01-2019,20,Hướng phố,1 Giường đôi,10,2,0,1,290000
1,11.940433500000001,108.4340715,11-01-2019,15-01-2019,20,Hướng phố,2 Giường đôi,10,4,0,1,464000
1,11.940433500000001,108.4340715,11-01-2019,16-01-2019,20,Hướng phố,1 Giường đôi,10,2,0,1,290000
1,11.940433500000001,108.4340715,11-01-2019,16-01-2019,20,Hướng phố,2 Giường đôi,10,4,0,1,464000
1,11.940433500000001,108.4340715,11-01-2019,17-01-2019,20,Hướng phố,1 Giường đôi,10,2,0,1,290000
1,11.940433500000001,108.4340715,11-01-2019,17-01-2019,20,Hướng phố,2 Giường đôi,10,4,0,1,464000
1,11.940433500000001,108.4340715,11-01-2019,18-01-2019,20,Hướng phố,1 Giường đôi,10,2,0,1,348000
1,11.940433500000001,108.4340715,11-01-2019,18-01-2019,20,Hướng phố,2 Giường đôi,10,4,0,1,580000
1,11.9405175,108.4353107,11-01-2019,12-01-2019,15,Hướng phố,1 Giường đơn,11,2,0,1,182000
1,11.9405175,108.4353107,11-01-2019,12-01-2019,20,Hướng phố,1 Giường đơn,11,4,0,1,253000
1,11.9405175,108.4353107,11-01-2019,12-01-2019,30,Hướng phố,3 Giường đơn,11,6,0,1,404000
1,11.9405175,108.4353107,11-01-2019,12-01-2019,32,Hướng phố,4 Giường đôi,11,8,0,1,555000
1,11.9405175,108.4353107,11-01-2019,13-01-2019,15,Hướng phố,1 Giường đơn,11,2,0,1,182000
1,11.9405175,108.4353107,11-01-2019,13-01-2019,20,Hướng phố,1 Giường đơn,11,4,0,1,253000
1,11.9405175,108.4353107,11-01-2019,13-01-2019,30,Hướng phố,3 Giường đơn,11,6,0,1,404000
1,11.9405175,108.4353107,11-01-2019,13-01-2019,32,Hướng phố,4 Giường đôi,11,8,0,1,555000
1,11.9405175,108.4353107,11-01-2019,14-01-2019,15,Hướng phố,1 Giường đơn,11,2,0,1,182000
1,11.9405175,108.4353107,11-01-2019,14-01-2019,20,Hướng phố,1 Giường đơn,11,4,0,1,253000
1,11.9405175,108.4353107,11-01-2019,14-01-2019,30,Hướng phố,3 Giường đơn,11,6,0,1,404000
1,11.9405175,108.4353107,11-01-2019,14-01-2019,32,Hướng phố,4 Giường đôi,11,8,0,1,555000
1,11.9405175,108.4353107,11-01-2019,15-01-2019,15,Hướng phố,1 Giường đơn,11,2,0,1,182000
1,11.9405175,108.4353107,11-01-2019,15-01-2019,20,Hướng phố,1 Giường đơn,11,4,0,1,253000
1,11.9405175,108.4353107,11-01-2019,15-01-2019,30,Hướng phố,3 Giường đơn,11,6,0,1,404000
1,11.9405175,108.4353107,11-01-2019,15-01-2019,32,Hướng phố,4 Giường đôi,11,8,0,1,555000
1,11.9405175,108.4353107,11-01-2019,16-01-2019,15,Hướng phố,1 Giường đơn,11,2,0,1,182000
1,11.9405175,108.4353107,11-01-2019,16-01-2019,20,Hướng phố,1 Giường đơn,11,4,0,1,253000
1,11.9405175,108.4353107,11-01-2019,16-01-2019,30,Hướng phố,3 Giường đơn,11,6,0,1,404000
1,11.9405175,108.4353107,11-01-2019,16-01-2019,32,Hướng phố,4 Giường đôi,11,8,0,1,555000
1,11.9405175,108.4353107,11-01-2019,17-01-2019,15,Hướng phố,1 Giường đơn,11,2,0,1,182000
1,11.9405175,108.4353107,11-01-2019,17-01-2019,20,Hướng phố,1 Giường đơn,11,4,0,1,253000
1,11.9405175,108.4353107,11-01-2019,17-01-2019,30,Hướng phố,3 Giường đơn,11,6,0,1,404000
1,11.9405175,108.4353107,11-01-2019,17-01-2019,32,Hướng phố,4 Giường đôi,11,8,0,1,555000
1,11.9405175,108.4353107,11-01-2019,18-01-2019,15,Hướng phố,1 Giường đơn,11,2,0,1,182000
1,11.9405175,108.4353107,11-01-2019,18-01-2019,20,Hướng phố,1 Giường đơn,11,4,0,1,253000
1,11.9405175,108.4353107,11-01-2019,18-01-2019,30,Hướng phố,3 Giường đơn,11,6,0,1,404000
1,11.9405175,108.4353107,11-01-2019,18-01-2019,32,Hướng phố,4 Giường đôi,11,8,0,1,555000
3,11.937695169921,108.44425051006,11-01-2019,12-01-2019,45,Không cửa sổ,1 Giường đôi,13,2,1,1,1816000
3,11.937695169921,108.44425051006,11-01-2019,12-01-2019,24,Không cửa sổ,3 Giường đơn,13,3,1,1,1060000
3,11.937695169921,108.44425051006,11-01-2019,12-01-2019,40,Không cửa sổ,1 Giường đôi,13,2,1,1,1463000
3,11.937695169921,108.44425051006,11-01-2019,12-01-2019,45,Không cửa sổ,1 Giường đôi,13,2,1,1,1816000
3,11.937695169921,108.44425051006,11-01-2019,12-01-2019,24,Không cửa sổ,3 Giường đơn,13,3,1,1,1060000
3,11.937695169921,108.44425051006,11-01-2019,12-01-2019,40,Không cửa sổ,1 Giường đôi,13,2,1,1,1463000
4,11.895729627932,108.44051957116,11-01-2019,13-01-2019,25,Không cửa sổ,1 Giường đôi,16,2,1,1,1034000
4,11.895729627932,108.44051957116,11-01-2019,13-01-2019,25,Không cửa sổ,1 Giường đôi,16,2,1,1,1430000
4,11.895729627932,108.44051957116,11-01-2019,13-01-2019,40,Không cửa sổ,1 Giường đôi,16,2,1,1,1716000
4,11.895729627932,108.44051957116,11-01-2019,13-01-2019,60,Không cửa sổ,1 Giường đôi,16,2,1,1,2864000
4,11.895729627932,108.44051957116,11-01-2019,13-01-2019,60,Không cửa sổ,2 Giường đôi,16,4,1,1,3960000
4,11.895729627932,108.44051957116,11-01-2019,13-01-2019,60,Hướng vườn,3 Giường đôi,16,6,1,1,4075000
4,11.895729627932,108.44051957116,11-01-2019,14-01-2019,25,Không cửa sổ,1 Giường đôi,16,2,1,1,1034000
4,11.895729627932,108.44051957116,11-01-2019,14-01-2019,25,Không cửa sổ,1 Giường đôi,16,2,1,1,1430000
4,11.895729627932,108.44051957116,11-01-2019,14-01-2019,40,Không cửa sổ,1 Giường đôi,16,2,1,1,1716000
4,11.895729627932,108.44051957116,11-01-2019,14-01-2019,60,Không cửa sổ,1 Giường đôi,16,2,1,1,2864000
4,11.895729627932,108.44051957116,11-01-2019,14-01-2019,60,Không cửa sổ,2 Giường đôi,16,4,1,1,3960000
4,11.895729627932,108.44051957116,11-01-2019,14-01-2019,60,Hướng vườn,3 Giường đôi,16,6,1,1,4075000
4,11.895729627932,108.44051957116,11-01-2019,15-01-2019,25,Không cửa sổ,1 Giường đôi,16,2,1,1,1034000
4,11.895729627932,108.44051957116,11-01-2019,15-01-2019,40,Không cửa sổ,1 Giường đôi,16,2,1,1,1716000
4,11.895729627932,108.44051957116,11-01-2019,15-01-2019,60,Không cửa sổ,1 Giường đôi,16,2,1,1,2864000
4,11.895729627932,108.44051957116,11-01-2019,15-01-2019,60,Hướng vườn,3 Giường đôi,16,6,1,1,4075000
4,11.895729627932,108.44051957116,11-01-2019,16-01-2019,25,Không cửa sổ,1 Giường đôi,16,2,1,1,1034000
4,11.895729627932,108.44051957116,11-01-2019,16-01-2019,40,Không cửa sổ,1 Giường đôi,16,2,1,1,1716000
4,11.895729627932,108.44051957116,11-01-2019,16-01-2019,60,Không cửa sổ,1 Giường đôi,16,2,1,1,2864000
4,11.895729627932,108.44051957116,11-01-2019,16-01-2019,60,Hướng vườn,3 Giường đôi,16,6,1,1,4075000
4,11.895729627932,108.44051957116,11-01-2019,18-01-2019,25,Không cửa sổ,1 Giường đôi,16,2,1,1,1190000
4,11.895729627932,108.44051957116,11-01-2019,18-01-2019,25,Không cửa sổ,1 Giường đôi,16,2,1,1,1646000
4,11.895729627932,108.44051957116,11-01-2019,18-01-2019,40,Không cửa sổ,1 Giường đôi,16,2,1,1,1976000
4,11.895729627932,108.44051957116,11-01-2019,18-01-2019,60,Không cửa sổ,1 Giường đôi,16,2,1,1,3298000
4,11.895729627932,108.44051957116,11-01-2019,18-01-2019,60,Không cửa sổ,2 Giường đôi,16,4,1,1,4560000
4,11.895729627932,108.44051957116,11-01-2019,18-01-2019,60,Hướng vườn,3 Giường đôi,16,6,1,1,4693000
2,11.9486,108.439348,11-01-2019,12-01-2019,18,Không cửa sổ,1 Giường đôi,5,2,0,1,429000
2,11.9486,108.439348,11-01-2019,12-01-2019,22,Không cửa sổ,2 Giường đôi,5,4,0,1,686000
2,11.9486,108.439348,11-01-2019,13-01-2019,18,Không cửa sổ,1 Giường đôi,5,2,0,1,429000
2,11.9486,108.439348,11-01-2019,13-01-2019,22,Không cửa sổ,2 Giường đôi,5,4,0,1,686000
2,11.9486,108.439348,11-01-2019,14-01-2019,18,Không cửa sổ,1 Giường đôi,5,2,0,1,429000
2,11.9486,108.439348,11-01-2019,14-01-2019,22,Không cửa sổ,2 Giường đôi,5,4,0,1,686000
2,11.9486,108.439348,11-01-2019,15-01-2019,18,Không cửa sổ,1 Giường đôi,5,2,0,1,429000
2,11.9486,108.439348,11-01-2019,15-01-2019,22,Không cửa sổ,2 Giường đôi,5,4,0,1,686000
2,11.9486,108.439348,11-01-2019,16-01-2019,18,Không cửa sổ,1 Giường đôi,5,2,0,1,429000
2,11.9486,108.439348,11-01-2019,16-01-2019,22,Không cửa sổ,2 Giường đôi,5,4,0,1,686000
2,11.9486,108.439348,11-01-2019,17-01-2019,18,Không cửa sổ,1 Giường đôi,5,2,0,1,429000
2,11.9486,108.439348,11-01-2019,17-01-2019,22,Không cửa sổ,2 Giường đôi,5,4,0,1,686000
2,11.9486,108.439348,11-01-2019,18-01-2019,18,Không cửa sổ,1 Giường đôi,5,2,0,1,429000
2,11.9486,108.439348,11-01-2019,18-01-2019,22,Không cửa sổ,2 Giường đôi,5,4,0,1,686000
3,11.944359,108.43995100000001,11-01-2019,12-01-2019,20,Không cửa sổ,1 Giường đôi,10,2,0,1,350000
3,11.944359,108.43995100000001,11-01-2019,12-01-2019,25,Hướng phố,2 Giường đôi,10,4,0,1,550000
3,11.944359,108.43995100000001,11-01-2019,13-01-2019,20,Không cửa sổ,1 Giường đôi,10,2,0,1,350000
3,11.944359,108.43995100000001,11-01-2019,13-01-2019,25,Hướng phố,2 Giường đôi,10,4,0,1,550000
3,11.944359,108.43995100000001,11-01-2019,14-01-2019,20,Không cửa sổ,1 Giường đôi,10,2,0,1,350000
3,11.944359,108.43995100000001,11-01-2019,14-01-2019,25,Hướng phố,2 Giường đôi,10,4,0,1,550000
3,11.944359,108.43995100000001,11-01-2019,15-01-2019,20,Không cửa sổ,1 Giường đôi,10,2,0,0,350000
3,11.944359,108.43995100000001,11-01-2019,15-01-2019,25,Hướng phố,2 Giường đôi,10,4,0,0,550000
3,11.944359,108.43995100000001,11-01-2019,16-01-2019,20,Không cửa sổ,1 Giường đôi,10,2,0,0,350000
3,11.944359,108.43995100000001,11-01-2019,16-01-2019,25,Hướng phố,2 Giường đôi,10,4,0,0,550000
3,11.944359,108.43995100000001,11-01-2019,17-01-2019,20,Không cửa sổ,1 Giường đôi,10,2,0,0,350000
3,11.944359,108.43995100000001,11-01-2019,17-01-2019,25,Hướng phố,2 Giường đôi,10,4,0,0,550000
3,11.944359,108.43995100000001,11-01-2019,18-01-2019,20,Không cửa sổ,1 Giường đôi,10,2,0,0,350000
3,11.944359,108.43995100000001,11-01-2019,18-01-2019,25,Hướng phố,2 Giường đôi,10,4,0,0,550000
1,11.946048679363999,108.43984763495001,11-01-2019,13-01-2019,30,Không cửa sổ,1 Giường đôi,5,2,0,0,300000
1,11.946048679363999,108.43984763495001,11-01-2019,13-01-2019,30,Không cửa sổ,2 Giường đôi,5,4,0,0,450000
1,11.946048679363999,108.43984763495001,11-01-2019,14-01-2019,30,Không cửa sổ,1 Giường đôi,5,2,0,0,300000
1,11.946048679363999,108.43984763495001,11-01-2019,14-01-2019,30,Không cửa sổ,2 Giường đôi,5,4,0,0,450000
1,11.946048679363999,108.43984763495001,11-01-2019,15-01-2019,30,Không cửa sổ,1 Giường đôi,5,2,0,0,300000
1,11.946048679363999,108.43984763495001,11-01-2019,15-01-2019,30,Không cửa sổ,2 Giường đôi,5,4,0,0,450000
1,11.946048679363999,108.43984763495001,11-01-2019,16-01-2019,30,Không cửa sổ,1 Giường đôi,5,2,0,0,300000
1,11.946048679363999,108.43984763495001,11-01-2019,16-01-2019,30,Không cửa sổ,2 Giường đôi,5,4,0,0,450000
1,11.946048679363999,108.43984763495001,11-01-2019,17-01-2019,30,Không cửa sổ,1 Giường đôi,5,2,0,0,300000
1,11.946048679363999,108.43984763495001,11-01-2019,17-01-2019,30,Không cửa sổ,2 Giường đôi,5,4,0,0,450000
1,11.946048679363999,108.43984763495001,11-01-2019,18-01-2019,30,Không cửa sổ,1 Giường đôi,5,2,0,0,300000
1,11.946048679363999,108.43984763495001,11-01-2019,18-01-2019,30,Không cửa sổ,2 Giường đôi,5,4,0,0,450000
3,11.930180628703999,108.4432420201,11-01-2019,13-01-2019,22,Hướng một phần,1 Giường đôi,4,2,1,0,616000
3,11.930180628703999,108.4432420201,11-01-2019,13-01-2019,27,Hướng vườn,1 Giường đôi,4,2,1,0,770000
3,11.930180628703999,108.4432420201,11-01-2019,13-01-2019,22,Không cửa sổ,1 Giường đơn + 1 Giường đôi,4,3,1,1,821000
3,11.930180628703999,108.4432420201,11-01-2019,13-01-2019,35,Hướng phố,1 Giường đơn + 1 Giường đôi,4,3,1,0,1027000
3,11.930180628703999,108.4432420201,11-01-2019,14-01-2019,22,Hướng một phần,1 Giường đôi,4,2,1,0,616000
3,11.930180628703999,108.4432420201,11-01-2019,14-01-2019,27,Hướng vườn,1 Giường đôi,4,2,1,0,770000
3,11.930180628703999,108.4432420201,11-01-2019,14-01-2019,22,Không cửa sổ,1 Giường đơn + 1 Giường đôi,4,3,1,1,821000
3,11.930180628703999,108.4432420201,11-01-2019,14-01-2019,35,Hướng phố,1 Giường đơn + 1 Giường đôi,4,3,1,0,1027000
3,11.930180628703999,108.4432420201,11-01-2019,15-01-2019,22,Hướng một phần,1 Giường đôi,4,2,1,0,616000
3,11.930180628703999,108.4432420201,11-01-2019,15-01-2019,27,Hướng vườn,1 Giường đôi,4,2,1,0,770000
3,11.930180628703999,108.4432420201,11-01-2019,15-01-2019,22,Không cửa sổ,1 Giường đơn + 1 Giường đôi,4,3,1,1,821000
3,11.930180628703999,108.4432420201,11-01-2019,15-01-2019,35,Hướng phố,1 Giường đơn + 1 Giường đôi,4,3,1,0,1027000
3,11.930180628703999,108.4432420201,11-01-2019,16-01-2019,22,Hướng một phần,1 Giường đôi,4,2,1,0,616000
3,11.930180628703999,108.4432420201,11-01-2019,16-01-2019,27,Hướng vườn,1 Giường đôi,4,2,1,0,770000
3,11.930180628703999,108.4432420201,11-01-2019,16-01-2019,22,Không cửa sổ,1 Giường đơn + 1 Giường đôi,4,3,1,1,821000
3,11.930180628703999,108.4432420201,11-01-2019,16-01-2019,35,Hướng phố,1 Giường đơn + 1 Giường đôi,4,3,1,0,1027000
3,11.930180628703999,108.4432420201,11-01-2019,17-01-2019,22,Hướng một phần,1 Giường đôi,4,2,1,0,616000
3,11.930180628703999,108.4432420201,11-01-2019,17-01-2019,27,Hướng vườn,1 Giường đôi,4,2,1,0,770000
3,11.930180628703999,108.4432420201,11-01-2019,17-01-2019,22,Không cửa sổ,1 Giường đơn + 1 Giường đôi,4,3,1,1,821000
3,11.930180628703999,108.4432420201,11-01-2019,17-01-2019,35,Hướng phố,1 Giường đơn + 1 Giường đôi,4,3,1,0,1027000
3,11.930180628703999,108.4432420201,11-01-2019,18-01-2019,22,Hướng một phần,1 Giường đôi,4,2,1,0,658000
3,11.930180628703999,108.4432420201,11-01-2019,18-01-2019,27,Hướng vườn,1 Giường đôi,4,2,1,0,822000
3,11.930180628703999,108.4432420201,11-01-2019,18-01-2019,22,Không cửa sổ,1 Giường đơn + 1 Giường đôi,4,3,1,1,877000
3,11.930180628703999,108.4432420201,11-01-2019,18-01-2019,35,Hướng phố,1 Giường đơn + 1 Giường đôi,4,3,1,0,1096000
2,11.938458,108.43856699999999,11-01-2019,12-01-2019,8,Không cửa sổ,1 Giường đôi,10,2,0,1,277000
2,11.938458,108.43856699999999,11-01-2019,13-01-2019,8,Không cửa sổ,1 Giường đôi,10,2,0,1,277000
2,11.938458,108.43856699999999,11-01-2019,14-01-2019,8,Không cửa sổ,1 Giường đôi,10,2,0,1,277000
2,11.938458,108.43856699999999,11-01-2019,15-01-2019,8,Không cửa sổ,1 Giường đôi,10,2,0,0,277000
2,11.938458,108.43856699999999,11-01-2019,16-01-2019,8,Không cửa sổ,1 Giường đôi,10,2,0,0,277000
2,11.938458,108.43856699999999,11-01-2019,17-01-2019,8,Không cửa sổ,1 Giường đôi,10,2,0,0,277000
2,11.938458,108.43856699999999,11-01-2019,18-01-2019,8,Không cửa sổ,1 Giường đôi,10,2,0,0,277000
3,11.942518,108.437083,11-01-2019,12-01-2019,25,Hướng phố,2 Giường đơn,5,2,1,1,870000
3,11.942518,108.437083,11-01-2019,12-01-2019,25,Hướng phố,1 Giường đôi,5,1,1,1,870000
3,11.942518,108.437083,11-01-2019,12-01-2019,25,Hướng phố,1 Giường đôi,5,2,1,1,870000
3,11.942518,108.437083,11-01-2019,12-01-2019,40,Hướng phố,2 Giường đơn,5,2,1,1,921000
3,11.942518,108.437083,11-01-2019,12-01-2019,50,Hướng phố,2 Giường đơn + 1 Giường đôi,5,4,1,1,1535000
3,11.942518,108.437083,11-01-2019,14-01-2019,25,Hướng phố,2 Giường đơn,5,2,1,1,614000
3,11.942518,108.437083,11-01-2019,14-01-2019,25,Hướng phố,1 Giường đôi,5,1,1,1,614000
3,11.942518,108.437083,11-01-2019,14-01-2019,25,Hướng phố,1 Giường đôi,5,2,1,1,614000
3,11.942518,108.437083,11-01-2019,14-01-2019,40,Hướng phố,2 Giường đơn,5,2,1,1,768000
3,11.942518,108.437083,11-01-2019,14-01-2019,50,Hướng phố,2 Giường đơn + 1 Giường đôi,5,4,1,1,1433000
3,11.942518,108.437083,11-01-2019,15-01-2019,25,Hướng phố,2 Giường đơn,5,2,1,1,614000
3,11.942518,108.437083,11-01-2019,15-01-2019,25,Hướng phố,1 Giường đôi,5,1,1,1,614000
3,11.942518,108.437083,11-01-2019,15-01-2019,25,Hướng phố,1 Giường đôi,5,2,1,1,614000
3,11.942518,108.437083,11-01-2019,15-01-2019,40,Hướng phố,2 Giường đơn,5,2,1,1,768000
3,11.942518,108.437083,11-01-2019,15-01-2019,50,Hướng phố,2 Giường đơn + 1 Giường đôi,5,4,1,1,1433000
3,11.942518,108.437083,11-01-2019,16-01-2019,25,Hướng phố,2 Giường đơn,5,2,1,1,614000
3,11.942518,108.437083,11-01-2019,16-01-2019,25,Hướng phố,1 Giường đôi,5,1,1,1,614000
3,11.942518,108.437083,11-01-2019,16-01-2019,25,Hướng phố,1 Giường đôi,5,2,1,1,614000
3,11.942518,108.437083,11-01-2019,16-01-2019,40,Hướng phố,2 Giường đơn,5,2,1,1,768000
3,11.942518,108.437083,11-01-2019,16-01-2019,50,Hướng phố,2 Giường đơn + 1 Giường đôi,5,4,1,1,1433000
3,11.942518,108.437083,11-01-2019,17-01-2019,25,Hướng phố,2 Giường đơn,5,2,1,1,614000
3,11.942518,108.437083,11-01-2019,17-01-2019,25,Hướng phố,1 Giường đôi,5,1,1,1,614000
3,11.942518,108.437083,11-01-2019,17-01-2019,25,Hướng phố,1 Giường đôi,5,2,1,1,614000
3,11.942518,108.437083,11-01-2019,17-01-2019,40,Hướng phố,2 Giường đơn,5,2,1,1,768000
3,11.942518,108.437083,11-01-2019,17-01-2019,50,Hướng phố,2 Giường đơn + 1 Giường đôi,5,4,1,1,1433000
3,11.942518,108.437083,11-01-2019,18-01-2019,25,Hướng phố,2 Giường đơn,5,2,1,1,870000
3,11.942518,108.437083,11-01-2019,18-01-2019,25,Hướng phố,1 Giường đôi,5,1,1,1,870000
3,11.942518,108.437083,11-01-2019,18-01-2019,25,Hướng phố,1 Giường đôi,5,2,1,1,870000
3,11.942518,108.437083,11-01-2019,18-01-2019,40,Hướng phố,2 Giường đơn,5,2,1,1,921000
3,11.942518,108.437083,11-01-2019,18-01-2019,50,Hướng phố,2 Giường đơn + 1 Giường đôi,5,4,1,1,1535000
1,11.943724000000001,108.43092800000001,11-01-2019,17-01-2019,20,Hướng phố,1 Giường đôi,5,2,0,1,244000
1,11.943724000000001,108.43092800000001,11-01-2019,17-01-2019,20,Hướng phố,1 Giường đôi,5,2,0,1,305000
1,11.943724000000001,108.43092800000001,11-01-2019,17-01-2019,22,Hướng phố,2 Giường đôi,5,4,0,1,548000
1,11.943724000000001,108.43092800000001,11-01-2019,17-01-2019,22,Hướng phố,2 Giường đôi,5,4,0,1,600000
1,11.943724000000001,108.43092800000001,11-01-2019,18-01-2019,20,Hướng phố,1 Giường đôi,5,2,0,1,244000
1,11.943724000000001,108.43092800000001,11-01-2019,18-01-2019,20,Hướng phố,1 Giường đôi,5,2,0,1,305000
1,11.943724000000001,108.43092800000001,11-01-2019,18-01-2019,22,Hướng phố,2 Giường đôi,5,4,0,1,548000
1,11.943724000000001,108.43092800000001,11-01-2019,18-01-2019,22,Hướng phố,2 Giường đôi,5,4,0,1,600000
2,11.943825,108.435906,11-01-2019,13-01-2019,22,Không cửa sổ,2 Giường đôi,12,4,0,1,740000
2,11.943825,108.435906,11-01-2019,13-01-2019,22,Không cửa sổ,2 Giường đôi,12,4,0,1,653000
2,11.943825,108.435906,11-01-2019,14-01-2019,22,Không cửa sổ,1 Giường đôi,12,2,0,1,566000
2,11.943825,108.435906,11-01-2019,14-01-2019,22,Không cửa sổ,2 Giường đôi,12,4,0,1,653000
2,11.943825,108.435906,11-01-2019,14-01-2019,22,Không cửa sổ,2 Giường đôi,12,4,0,1,740000
2,11.943825,108.435906,11-01-2019,15-01-2019,22,Không cửa sổ,1 Giường đôi,12,2,0,1,566000
2,11.943825,108.435906,11-01-2019,15-01-2019,22,Không cửa sổ,2 Giường đôi,12,4,0,1,653000
2,11.943825,108.435906,11-01-2019,15-01-2019,22,Không cửa sổ,2 Giường đôi,12,4,0,1,740000
2,11.943825,108.435906,11-01-2019,16-01-2019,22,Không cửa sổ,1 Giường đôi,12,2,0,1,566000
2,11.943825,108.435906,11-01-2019,16-01-2019,22,Không cửa sổ,2 Giường đôi,12,4,0,1,653000
2,11.943825,108.435906,11-01-2019,16-01-2019,22,Không cửa sổ,2 Giường đôi,12,4,0,1,740000
2,11.943825,108.435906,11-01-2019,17-01-2019,22,Không cửa sổ,1 Giường đôi,12,2,0,1,566000
2,11.943825,108.435906,11-01-2019,17-01-2019,22,Không cửa sổ,2 Giường đôi,12,4,0,1,653000
2,11.943825,108.435906,11-01-2019,17-01-2019,22,Không cửa sổ,2 Giường đôi,12,4,0,1,740000
2,11.943825,108.435906,11-01-2019,18-01-2019,22,Không cửa sổ,1 Giường đôi,12,2,0,1,653000
2,11.943825,108.435906,11-01-2019,18-01-2019,22,Không cửa sổ,2 Giường đôi,12,4,0,1,740000
2,11.943825,108.435906,11-01-2019,18-01-2019,22,Không cửa sổ,2 Giường đôi,12,4,0,1,827000
2,11.942291,108.43418100000001,11-01-2019,12-01-2019,17,Không cửa sổ,1 Giường đôi,5,2,0,1,500000
2,11.942291,108.43418100000001,11-01-2019,12-01-2019,20,Hướng phố,2 Giường đôi,5,4,0,1,800000
2,11.942291,108.43418100000001,11-01-2019,12-01-2019,20,Không cửa sổ,2 Giường đôi,5,2,0,1,800000
