id,checkin_day,size,orientation,bed,attribute_number,max_guest_number,have_breakfast,cancel_ticket,price
329,30-11-2018,90,Hướng vườn,1 Giường đơn / 1 Giường đôi,24,2,1,0,3733000
329,01-12-2018,28,Hướng vườn,1 Giường đơn / 1 Giường đôi,24,2,1,0,3733000
329,01-12-2018,44,Hướng vườn,1 Giường đơn / 1 Giường đôi,24,2,1,0,3733000
329,01-12-2018,44,Hướng vườn,1 Giường đơn / 1 Giường đôi,24,2,1,0,3733000
329,01-12-2018,90,Hướng vườn,1 Giường đơn / 1 Giường đôi,24,2,1,0,3733000
329,02-12-2018,28,Hướng vườn,1 Giường đơn / 1 Giường đôi,24,2,1,0,3430000
329,02-12-2018,44,Hướng vườn,1 Giường đơn / 1 Giường đôi,24,2,1,0,3430000
329,02-12-2018,44,Hướng vườn,1 Giường đơn / 1 Giường đôi,24,2,1,0,3430000
329,02-12-2018,90,Hướng vườn,1 Giường đơn / 1 Giường đôi,24,2,1,0,3430000
986,26-11-2018,29,,1 Giường đôi,24,2,1,1,858000
986,26-11-2018,29,,1 Giường đôi,24,2,1,1,858000
986,26-11-2018,34,,1 Giường đôi,24,2,1,1,858000
986,26-11-2018,34,,1 Giường đôi,24,2,1,1,858000
986,26-11-2018,52,,1 Giường đôi,24,2,1,1,858000
986,26-11-2018,52,,1 Giường đôi,24,2,1,1,858000
986,26-11-2018,60,,1 Giường đôi,24,2,1,1,858000
986,26-11-2018,60,,1 Giường đôi,24,2,1,1,858000
986,27-11-2018,29,,1 Giường đôi,24,2,1,1,858000
986,27-11-2018,29,,1 Giường đôi,24,2,1,1,858000
986,27-11-2018,34,,1 Giường đôi,24,2,1,1,858000
986,27-11-2018,34,,1 Giường đôi,24,2,1,1,858000
986,27-11-2018,52,,1 Giường đôi,24,2,1,1,858000
986,27-11-2018,52,,1 Giường đôi,24,2,1,1,858000
986,27-11-2018,60,,1 Giường đôi,24,2,1,1,858000
986,27-11-2018,60,,1 Giường đôi,24,2,1,1,858000
986,28-11-2018,34,,1 Giường đôi,24,2,1,1,1035000
986,29-11-2018,29,,1 Giường đôi,24,2,1,0,858000
986,29-11-2018,29,,1 Giường đôi,24,2,1,1,858000
986,29-11-2018,34,,1 Giường đôi,24,2,1,0,858000
986,29-11-2018,34,,1 Giường đôi,24,2,1,1,858000
986,29-11-2018,52,,1 Giường đôi,24,2,1,0,858000
986,29-11-2018,52,,1 Giường đôi,24,2,1,1,858000
986,29-11-2018,60,,1 Giường đôi,24,2,1,1,858000
986,29-11-2018,60,,1 Giường đôi,24,2,1,0,858000
986,30-11-2018,29,,1 Giường đôi,24,2,1,0,858000
986,30-11-2018,29,,1 Giường đôi,24,2,1,1,858000
986,30-11-2018,34,,1 Giường đôi,24,2,1,0,858000
986,30-11-2018,34,,1 Giường đôi,24,2,1,1,858000
986,30-11-2018,52,,1 Giường đôi,24,2,1,0,858000
986,30-11-2018,52,,1 Giường đôi,24,2,1,1,858000
986,30-11-2018,60,,1 Giường đôi,24,2,1,1,858000
986,30-11-2018,60,,1 Giường đôi,24,2,1,0,858000
986,01-12-2018,29,,1 Giường đôi,24,2,1,1,887000
986,02-12-2018,29,,1 Giường đôi,24,2,1,0,858000
986,02-12-2018,29,,1 Giường đôi,24,2,1,1,858000
986,02-12-2018,34,,1 Giường đôi,24,2,1,0,858000
986,02-12-2018,34,,1 Giường đôi,24,2,1,1,858000
986,02-12-2018,52,,1 Giường đôi,24,2,1,0,858000
986,02-12-2018,52,,1 Giường đôi,24,2,1,1,858000
986,02-12-2018,60,,1 Giường đôi,24,2,1,1,858000
986,02-12-2018,60,,1 Giường đôi,24,2,1,0,858000
385,26-11-2018,44,,2 Giường đơn / 1 Giường đôi,21,2,1,1,1271000
385,26-11-2018,27,,2 Giường đơn,21,2,1,1,1271000
385,26-11-2018,27,,2 Giường đơn,21,2,1,1,1271000
385,26-11-2018,44,,1 Giường đôi / 2 Giường đơn,21,2,1,1,1271000
385,26-11-2018,60,,,21,0,1,1,1271000
385,27-11-2018,27,,2 Giường đơn,21,2,1,1,979000
385,27-11-2018,27,,2 Giường đơn,21,2,1,1,979000
385,28-11-2018,27,,2 Giường đơn,21,2,1,1,1110000
385,01-12-2018,27,,2 Giường đơn,21,2,1,1,979000
385,01-12-2018,27,,2 Giường đơn,21,2,1,1,979000
386,26-11-2018,32,Hướng phố,1 Giường đôi / 2 Giường đơn,26,2,1,1,1220000
386,26-11-2018,34,Hướng phố,1 Giường đôi / 2 Giường đơn,26,2,1,1,1220000
386,26-11-2018,54,Hướng phố,1 Giường đôi,26,2,1,0,1220000
386,26-11-2018,54,Hướng phố,1 Giường đôi,26,2,1,1,1220000
386,26-11-2018,68,Hướng phố,1 Giường đôi,26,2,1,0,1220000
386,26-11-2018,68,Hướng phố,1 Giường đôi,26,2,1,1,1220000
386,26-11-2018,100,Hướng phố,1 Giường đôi,26,2,1,0,1220000
386,26-11-2018,350,Hướng phố,3 Giường đôi,26,6,1,0,1220000
386,27-11-2018,32,Hướng phố,1 Giường đôi / 2 Giường đơn,26,2,1,1,1220000
386,27-11-2018,34,Hướng phố,1 Giường đôi / 2 Giường đơn,26,2,1,1,1220000
386,27-11-2018,54,Hướng phố,1 Giường đôi,26,2,1,0,1220000
386,27-11-2018,54,Hướng phố,1 Giường đôi,26,2,1,1,1220000
386,27-11-2018,68,Hướng phố,1 Giường đôi,26,2,1,0,1220000
386,27-11-2018,68,Hướng phố,1 Giường đôi,26,2,1,1,1220000
386,27-11-2018,100,Hướng phố,1 Giường đôi,26,2,1,0,1220000
386,27-11-2018,350,Hướng phố,3 Giường đôi,26,6,1,0,1220000
386,28-11-2018,32,Hướng phố,1 Giường đôi / 2 Giường đơn,26,2,1,1,1220000
386,28-11-2018,34,Hướng phố,1 Giường đôi / 2 Giường đơn,26,2,1,1,1220000
386,28-11-2018,54,Hướng phố,1 Giường đôi,26,2,1,0,1220000
386,28-11-2018,54,Hướng phố,1 Giường đôi,26,2,1,1,1220000
386,28-11-2018,68,Hướng phố,1 Giường đôi,26,2,1,0,1220000
386,28-11-2018,68,Hướng phố,1 Giường đôi,26,2,1,1,1220000
386,28-11-2018,100,Hướng phố,1 Giường đôi,26,2,1,0,1220000
386,28-11-2018,350,Hướng phố,3 Giường đôi,26,6,1,0,1220000
386,29-11-2018,32,Hướng phố,1 Giường đôi / 2 Giường đơn,26,2,1,1,1220000
386,29-11-2018,34,Hướng phố,1 Giường đôi / 2 Giường đơn,26,2,1,1,1220000
386,29-11-2018,54,Hướng phố,1 Giường đôi,26,2,1,0,1220000
386,29-11-2018,54,Hướng phố,1 Giường đôi,26,2,1,1,1220000
386,29-11-2018,68,Hướng phố,1 Giường đôi,26,2,1,0,1220000
386,29-11-2018,68,Hướng phố,1 Giường đôi,26,2,1,1,1220000
386,29-11-2018,100,Hướng phố,1 Giường đôi,26,2,1,0,1220000
386,29-11-2018,350,Hướng phố,3 Giường đôi,26,6,1,0,1220000
386,01-12-2018,32,Hướng phố,1 Giường đôi / 2 Giường đơn,26,2,1,1,1220000
386,01-12-2018,34,Hướng phố,1 Giường đôi / 2 Giường đơn,26,2,1,1,1220000
386,01-12-2018,54,Hướng phố,1 Giường đôi,26,2,1,0,1220000
386,01-12-2018,54,Hướng phố,1 Giường đôi,26,2,1,1,1220000
386,01-12-2018,68,Hướng phố,1 Giường đôi,26,2,1,0,1220000
386,01-12-2018,68,Hướng phố,1 Giường đôi,26,2,1,1,1220000
386,01-12-2018,100,Hướng phố,1 Giường đôi,26,2,1,0,1220000
386,01-12-2018,350,Hướng phố,3 Giường đôi,26,6,1,0,1220000
386,02-12-2018,32,Hướng phố,1 Giường đôi / 2 Giường đơn,26,2,1,1,1220000
386,02-12-2018,34,Hướng phố,1 Giường đôi / 2 Giường đơn,26,2,1,1,1220000
386,02-12-2018,54,Hướng phố,1 Giường đôi,26,2,1,0,1220000
386,02-12-2018,54,Hướng phố,1 Giường đôi,26,2,1,1,1220000
386,02-12-2018,68,Hướng phố,1 Giường đôi,26,2,1,0,1220000
386,02-12-2018,68,Hướng phố,1 Giường đôi,26,2,1,1,1220000
386,02-12-2018,100,Hướng phố,1 Giường đôi,26,2,1,0,1220000
386,02-12-2018,350,Hướng phố,3 Giường đôi,26,6,1,0,1220000
387,26-11-2018,28,,1 Giường đôi / 2 Giường đơn,26,2,1,0,1044000
387,29-11-2018,28,,1 Giường đôi / 2 Giường đơn,26,2,1,0,1044000
387,02-12-2018,28,,1 Giường đôi / 2 Giường đơn,26,2,1,0,1044000
387,02-12-2018,37,,1 Giường đôi,26,2,1,0,1044000
387,02-12-2018,26,,1 Giường đôi,26,2,1,0,1044000
388,26-11-2018,36,,1 Giường đôi,24,2,1,1,921000
388,26-11-2018,36,,2 Giường đơn,24,2,1,1,921000
388,26-11-2018,38,,1 Giường đơn + 1 Giường đôi,24,2,1,1,921000
388,26-11-2018,52,,1 Giường đôi,24,2,1,1,921000
388,27-11-2018,36,,1 Giường đôi,24,2,1,1,921000
388,27-11-2018,36,,2 Giường đơn,24,2,1,1,921000
388,27-11-2018,38,,1 Giường đơn + 1 Giường đôi,24,2,1,1,921000
388,27-11-2018,52,,1 Giường đôi,24,2,1,1,921000
389,26-11-2018,25,,1 Giường đôi,24,2,1,1,999000
389,26-11-2018,68,,,24,2,1,1,999000
389,26-11-2018,80,,,24,2,1,1,999000
389,27-11-2018,25,,1 Giường đôi,24,2,1,1,999000
389,27-11-2018,68,,,24,2,1,1,999000
389,27-11-2018,80,,,24,2,1,1,999000
389,28-11-2018,25,,1 Giường đôi,24,2,1,1,999000
389,28-11-2018,68,,,24,2,1,1,999000
389,28-11-2018,80,,,24,2,1,1,999000
389,30-11-2018,25,,1 Giường đôi,24,2,1,1,999000
389,30-11-2018,68,,,24,2,1,1,999000
389,30-11-2018,80,,,24,2,1,1,999000
389,01-12-2018,25,,1 Giường đôi,24,2,1,1,999000
389,01-12-2018,68,,,24,2,1,1,999000
389,01-12-2018,80,,,24,2,1,1,999000
389,02-12-2018,25,,1 Giường đôi,24,2,1,1,999000
389,02-12-2018,68,,,24,2,1,1,999000
389,02-12-2018,80,,,24,2,1,1,999000
474,26-11-2018,32,Hướng phố,2 Giường đơn,17,2,1,1,606000
474,26-11-2018,32,Hướng phố,1 Giường đôi,17,2,1,1,606000
474,27-11-2018,32,Hướng phố,2 Giường đơn,17,2,1,1,606000
474,27-11-2018,32,Hướng phố,1 Giường đôi,17,2,1,1,606000
474,28-11-2018,32,Hướng phố,2 Giường đơn,17,2,1,1,606000
474,28-11-2018,32,Hướng phố,1 Giường đôi,17,2,1,1,606000
474,29-11-2018,32,Hướng phố,2 Giường đơn,17,2,1,1,606000
474,29-11-2018,32,Hướng phố,1 Giường đôi,17,2,1,1,606000
474,30-11-2018,32,Hướng phố,2 Giường đơn,17,2,1,1,606000
474,30-11-2018,32,Hướng phố,1 Giường đôi,17,2,1,1,606000
474,01-12-2018,32,Hướng phố,2 Giường đơn,17,2,1,1,606000
474,01-12-2018,32,Hướng phố,1 Giường đôi,17,2,1,1,606000
474,02-12-2018,32,Hướng phố,2 Giường đơn,17,2,1,1,606000
474,02-12-2018,32,Hướng phố,1 Giường đôi,17,2,1,1,606000
477,26-11-2018,19,Hướng phố,1 Giường đôi,22,2,1,0,1060000
477,26-11-2018,26,Hướng phố,1 Giường đôi,22,2,1,0,1060000
477,26-11-2018,36,Hướng phố,1 Giường đôi,22,2,1,0,1060000
477,26-11-2018,40,Hướng phố,1 Giường đôi,22,2,1,0,1060000
477,27-11-2018,19,Hướng phố,1 Giường đôi,22,2,1,0,1060000
477,27-11-2018,26,Hướng phố,1 Giường đôi,22,2,1,0,1060000
477,27-11-2018,36,Hướng phố,1 Giường đôi,22,2,1,0,1060000
477,27-11-2018,40,Hướng phố,1 Giường đôi,22,2,1,0,1060000
477,28-11-2018,19,Hướng phố,1 Giường đôi,22,2,1,0,1060000
477,28-11-2018,26,Hướng phố,1 Giường đôi,22,2,1,0,1060000
477,28-11-2018,36,Hướng phố,1 Giường đôi,22,2,1,0,1060000
477,28-11-2018,40,Hướng phố,1 Giường đôi,22,2,1,0,1060000
477,29-11-2018,19,Hướng phố,1 Giường đôi,22,2,1,0,1060000
477,29-11-2018,26,Hướng phố,1 Giường đôi,22,2,1,0,1060000
477,29-11-2018,36,Hướng phố,1 Giường đôi,22,2,1,0,1060000
477,29-11-2018,40,Hướng phố,1 Giường đôi,22,2,1,0,1060000
477,30-11-2018,19,Hướng phố,1 Giường đôi,22,2,1,0,1160000
477,30-11-2018,26,Hướng phố,1 Giường đôi,22,2,1,0,1160000
477,30-11-2018,36,Hướng phố,1 Giường đôi,22,2,1,0,1160000
477,30-11-2018,40,Hướng phố,1 Giường đôi,22,2,1,0,1160000
477,01-12-2018,19,Hướng phố,1 Giường đôi,22,2,1,0,1160000
477,01-12-2018,26,Hướng phố,1 Giường đôi,22,2,1,0,1160000
477,01-12-2018,36,Hướng phố,1 Giường đôi,22,2,1,0,1160000
477,01-12-2018,40,Hướng phố,1 Giường đôi,22,2,1,0,1160000
477,02-12-2018,19,Hướng phố,1 Giường đôi,22,2,1,0,1060000
477,02-12-2018,26,Hướng phố,1 Giường đôi,22,2,1,0,1060000
477,02-12-2018,36,Hướng phố,1 Giường đôi,22,2,1,0,1060000
477,02-12-2018,40,Hướng phố,1 Giường đôi,22,2,1,0,1060000
484,26-11-2018,20,,1 Giường đôi,16,2,1,0,410000
484,26-11-2018,30,Hướng vườn,1 Giường đôi,16,2,1,0,410000
484,26-11-2018,40,Hướng vườn,2 Giường đôi,16,4,1,0,410000
484,26-11-2018,35,,2 Giường đôi,16,4,1,0,410000
484,27-11-2018,20,,1 Giường đôi,16,2,1,0,410000
484,27-11-2018,30,Hướng vườn,1 Giường đôi,16,2,1,0,410000
484,27-11-2018,40,Hướng vườn,2 Giường đôi,16,4,1,0,410000
484,27-11-2018,35,,2 Giường đôi,16,4,1,0,410000
484,28-11-2018,20,,1 Giường đôi,16,2,1,0,410000
484,28-11-2018,30,Hướng vườn,1 Giường đôi,16,2,1,0,410000
484,28-11-2018,40,Hướng vườn,2 Giường đôi,16,4,1,0,410000
484,28-11-2018,35,,2 Giường đôi,16,4,1,0,410000
484,29-11-2018,20,,1 Giường đôi,16,2,1,0,410000
484,29-11-2018,30,Hướng vườn,1 Giường đôi,16,2,1,0,410000
484,29-11-2018,40,Hướng vườn,2 Giường đôi,16,4,1,0,410000
484,29-11-2018,35,,2 Giường đôi,16,4,1,0,410000
484,30-11-2018,20,,1 Giường đôi,16,2,1,0,410000
484,30-11-2018,30,Hướng vườn,1 Giường đôi,16,2,1,0,410000
484,30-11-2018,40,Hướng vườn,2 Giường đôi,16,4,1,0,410000
484,30-11-2018,35,,2 Giường đôi,16,4,1,0,410000
484,01-12-2018,20,,1 Giường đôi,16,2,1,0,410000
484,01-12-2018,30,Hướng vườn,1 Giường đôi,16,2,1,0,410000
484,01-12-2018,40,Hướng vườn,2 Giường đôi,16,4,1,0,410000
484,01-12-2018,35,,2 Giường đôi,16,4,1,0,410000
484,02-12-2018,20,,1 Giường đôi,16,2,1,0,410000
484,02-12-2018,30,Hướng vườn,1 Giường đôi,16,2,1,0,410000
484,02-12-2018,40,Hướng vườn,2 Giường đôi,16,4,1,0,410000
484,02-12-2018,35,,2 Giường đôi,16,4,1,0,410000
488,26-11-2018,29,,1 Giường đôi / 2 Giường đơn,14,2,1,1,783000
488,26-11-2018,32,,1 Giường đôi / 2 Giường đơn,14,2,1,1,783000
488,26-11-2018,40,,1 Giường đôi,14,2,1,1,783000
488,26-11-2018,45,,1 Giường đôi,14,2,1,1,783000
488,27-11-2018,29,,1 Giường đôi / 2 Giường đơn,14,2,1,1,783000
488,27-11-2018,32,,1 Giường đôi / 2 Giường đơn,14,2,1,1,783000
488,27-11-2018,40,,1 Giường đôi,14,2,1,1,783000
488,27-11-2018,45,,1 Giường đôi,14,2,1,1,783000
488,28-11-2018,29,,1 Giường đôi / 2 Giường đơn,14,2,1,1,783000
488,28-11-2018,32,,1 Giường đôi / 2 Giường đơn,14,2,1,1,783000
488,28-11-2018,40,,1 Giường đôi,14,2,1,1,783000
488,28-11-2018,45,,1 Giường đôi,14,2,1,1,783000
488,29-11-2018,29,,1 Giường đôi / 2 Giường đơn,14,2,1,1,783000
488,29-11-2018,32,,1 Giường đôi / 2 Giường đơn,14,2,1,1,783000
488,29-11-2018,40,,1 Giường đôi,14,2,1,1,783000
488,29-11-2018,45,,1 Giường đôi,14,2,1,1,783000
488,30-11-2018,29,,1 Giường đôi / 2 Giường đơn,14,2,1,1,783000
488,30-11-2018,32,,1 Giường đôi / 2 Giường đơn,14,2,1,1,783000
488,30-11-2018,40,,1 Giường đôi,14,2,1,1,783000
488,30-11-2018,45,,1 Giường đôi,14,2,1,1,783000
488,01-12-2018,29,,1 Giường đôi / 2 Giường đơn,14,2,1,1,783000
488,01-12-2018,32,,1 Giường đôi / 2 Giường đơn,14,2,1,1,783000
488,01-12-2018,40,,1 Giường đôi,14,2,1,1,783000
488,01-12-2018,45,,1 Giường đôi,14,2,1,1,783000
488,02-12-2018,29,,1 Giường đôi / 2 Giường đơn,14,2,1,1,783000
488,02-12-2018,32,,1 Giường đôi / 2 Giường đơn,14,2,1,1,783000
488,02-12-2018,40,,1 Giường đôi,14,2,1,1,783000
488,02-12-2018,45,,1 Giường đôi,14,2,1,1,783000
490,26-11-2018,25,,1 Giường đôi / 2 Giường đơn,11,2,0,1,379000
490,26-11-2018,25,Hướng phố,1 Giường đôi,11,2,0,1,379000
490,26-11-2018,40,Hướng phố,1 Giường đơn + 1 Giường đôi,11,3,0,1,379000
490,26-11-2018,42,Hướng phố,2 Giường đôi,11,4,0,1,379000
490,27-11-2018,25,,1 Giường đôi / 2 Giường đơn,11,2,0,1,379000
490,27-11-2018,25,Hướng phố,1 Giường đôi,11,2,0,1,379000
490,27-11-2018,40,Hướng phố,1 Giường đơn + 1 Giường đôi,11,3,0,1,379000
490,27-11-2018,42,Hướng phố,2 Giường đôi,11,4,0,1,379000
490,28-11-2018,25,,1 Giường đôi / 2 Giường đơn,11,2,0,1,379000
490,28-11-2018,25,Hướng phố,1 Giường đôi,11,2,0,1,379000
490,28-11-2018,40,Hướng phố,1 Giường đơn + 1 Giường đôi,11,3,0,1,379000
490,28-11-2018,42,Hướng phố,2 Giường đôi,11,4,0,1,379000
490,29-11-2018,25,,1 Giường đôi / 2 Giường đơn,11,2,0,1,379000
490,29-11-2018,25,Hướng phố,1 Giường đôi,11,2,0,1,379000
490,29-11-2018,40,Hướng phố,1 Giường đơn + 1 Giường đôi,11,3,0,1,379000
490,29-11-2018,42,Hướng phố,2 Giường đôi,11,4,0,1,379000
490,30-11-2018,25,,1 Giường đôi / 2 Giường đơn,11,2,0,1,379000
490,30-11-2018,25,Hướng phố,1 Giường đôi,11,2,0,1,379000
490,30-11-2018,40,Hướng phố,1 Giường đơn + 1 Giường đôi,11,3,0,1,379000
490,30-11-2018,42,Hướng phố,2 Giường đôi,11,4,0,1,379000
490,02-12-2018,25,,1 Giường đôi / 2 Giường đơn,11,2,0,1,379000
490,02-12-2018,25,Hướng phố,1 Giường đôi,11,2,0,1,379000
490,02-12-2018,40,Hướng phố,1 Giường đơn + 1 Giường đôi,11,3,0,1,379000
490,02-12-2018,42,Hướng phố,2 Giường đôi,11,4,0,1,379000
4277,26-11-2018,30,,1 Giường đôi,14,2,1,1,513000
4277,26-11-2018,30,,2 Giường đơn,14,2,1,1,513000
4277,27-11-2018,30,,1 Giường đôi,14,2,1,1,513000
4277,27-11-2018,30,,2 Giường đơn,14,2,1,1,513000
4277,28-11-2018,30,,1 Giường đôi,14,2,1,1,513000
4277,28-11-2018,30,,2 Giường đơn,14,2,1,1,513000
4277,29-11-2018,30,,1 Giường đôi,14,2,1,1,563000
4277,29-11-2018,30,,2 Giường đơn,14,2,1,1,563000
4277,02-12-2018,30,,1 Giường đôi,14,2,1,0,513000
4277,02-12-2018,30,,2 Giường đơn,14,2,1,0,513000
585,26-11-2018,22,,2 Giường đơn,17,2,1,1,500000
585,26-11-2018,22,,1 Giường đôi,17,2,1,1,500000
585,26-11-2018,22,,1 Giường đôi,17,2,1,1,500000
585,26-11-2018,20,,2 Giường đơn,17,2,1,1,500000
585,26-11-2018,22,,1 Giường đôi,17,2,1,1,500000
585,26-11-2018,22,,2 Giường đơn,17,2,1,1,500000
585,26-11-2018,22,,1 Giường đôi,17,2,1,1,500000
585,26-11-2018,25,,1 Giường đôi,17,2,1,1,500000
585,26-11-2018,22,,1 Giường đơn + 1 Giường đôi,17,3,1,1,500000
585,26-11-2018,22,,1 Giường đơn + 1 Giường đôi,17,3,1,1,500000
585,26-11-2018,22,,1 Giường đơn + 1 Giường đôi,17,3,1,1,500000
585,26-11-2018,22,,3 Giường đơn,17,3,1,1,500000
585,26-11-2018,22,,2 Giường đôi,17,4,1,1,500000
585,26-11-2018,22,,2 Giường đôi,17,4,1,1,500000
585,26-11-2018,25,,2 Giường đơn,17,2,1,1,500000
585,26-11-2018,30,,1 Giường đôi,17,2,1,1,500000
585,26-11-2018,25,,1 Giường đôi,17,2,1,1,500000
